user,item,topk,counterfactual,predicted_scores,replacement,actual_scores_0,actual_scores_1,actual_scores_2,actual_scores_3,actual_scores_4,actual_scores_avg
30,7351,"[7351, 7972, 11820, 12939, 758, 622, 1017, 13562, 7391, 7394]","{16512, 16516, 17158, 17160, 17161, 524, 16909, 1041, 16530, 531, 16915, 17172, 16791, 16536, 16792, 17179, 924, 412, 16670, 17182, 16800, 17180, 16421, 17062, 16422, 14505, 13099, 17199, 16559, 17201, 6194, 16438, 16824, 16696, 3640, 17081, 17080, 1471, 1599, 16450, 7107, 16323, 16711, 17096, 17097, 16329, 459, 16972, 16846, 1616, 16721, 16466, 17237, 16856, 17116, 17117, 17118, 14812, 995, 17123, 16868, 16616, 16619, 17131, 8429, 8430, 16500, 16884, 16631, 14588, 1278}","[7.6140757, 7.6141725, 7.1210957, 7.1623983, 6.845494, 6.6688247, 6.664712, 6.6618104, 6.4954386, 6.4788423]",7972,"[7.266462326049805, 7.677187919616699, 7.264875411987305, 6.486779689788818, 6.998870849609375, 5.971482753753662, 6.681671142578125, 6.087621688842773, 5.726325988769531, 4.544800758361816]","[7.575742721557617, 7.058309078216553, 7.419340133666992, 6.586000919342041, 6.964682102203369, 6.074120998382568, 7.331254959106445, 6.128942012786865, 5.570508003234863, 5.2099738121032715]","[7.542754173278809, 7.133816242218018, 7.470321178436279, 7.113225936889648, 6.867377758026123, 6.109121322631836, 7.14470100402832, 5.9119086265563965, 5.863663196563721, 4.53012228012085]","[7.222990989685059, 7.234719276428223, 7.661800384521484, 6.949038028717041, 6.986661911010742, 6.124378204345703, 7.335265159606934, 5.825525283813477, 5.609875202178955, 4.411198616027832]","[7.165493488311768, 7.342611312866211, 7.7884745597839355, 6.207072734832764, 6.438784599304199, 6.048648834228516, 7.691511631011963, 6.2014689445495605, 5.491356372833252, 4.388209342956543]","[7.354688739776611, 7.289328765869141, 7.520962333679199, 6.668423461914062, 6.851275444030762, 6.065550422668457, 7.236880779266357, 6.031093311309815, 5.652345752716064, 4.616860961914062]"
31,1047,"[1047, 1217, 1202, 7998, 13333, 14588, 6974, 4731, 1005, 7461]","{13312, 17409, 17411, 17412, 13316, 13315, 17415, 17416, 13320, 13322, 17419, 13319, 17421, 17422, 17423, 17425, 17427, 17430, 17431, 536, 17432, 17433, 8219, 17436, 17438, 17439, 17440, 17442, 17444, 17446, 578, 8266, 8267, 8268, 8269, 8270, 8271, 12877, 8273, 613, 7282, 7283, 637, 126, 646, 13960, 13961, 12939, 15501, 15502, 15503, 15504, 13971, 660, 661, 13974, 662, 13976, 150, 13979, 13980, 13982, 670, 15518, 12962, 675, 12966, 12969, 7348, 12981, 703, 704, 706, 7378, 7381, 6360, 1757, 739, 8419, 8432, 8441, 15101, 5900, 5903, 14099, 13614, 16174, 13114, 14141, 15188, 15190, 5463, 7000, 5465, 858, 17239, 17245, 862, 17246, 7008, 13152, 17250, 17252, 17256, 17257, 1386, 1387, 17258, 17262, 17266, 17268, 17271, 13176, 17272, 17274, 17276, 17281, 17282, 17283, 17284, 17285, 17287, 17297, 17300, 17302, 17303, 17307, 13213, 14239, 935, 14247, 17321, 938, 17322, 17319, 430, 943, 17327, 17332, 17339, 17345, 17346, 968, 17356, 17357, 17358, 17359, 17361, 17363, 17364, 17370, 17371, 992, 17380, 486, 17382, 3559, 17387, 17388, 17390, 14318, 17392, 17393, 17394, 17398, 17399, 17401, 17403, 17404, 17405, 17407}","[9.370712, 9.370797, 8.466934, 7.996734, 8.437791, 7.8264976, 7.7138863, 7.990095, 7.1668515, 7.2447295]",1217,"[8.818947792053223, 7.230038166046143, 7.012851715087891, 5.7421112060546875, 7.6046857833862305, 6.133591651916504, 7.80486536026001, 6.591146945953369, 7.379361629486084, 7.287663459777832]","[8.987568855285645, 7.229398727416992, 7.636176109313965, 5.859322547912598, 7.165719985961914, 6.256953239440918, 7.550050258636475, 7.364898681640625, 7.747502326965332, 7.667881965637207]","[8.62534236907959, 8.089478492736816, 7.537294387817383, 6.14743709564209, 7.825226783752441, 6.588360786437988, 8.216668128967285, 6.533967971801758, 6.9943528175354, 7.544711112976074]","[8.816865921020508, 6.306697845458984, 7.615586280822754, 5.630216121673584, 7.412825107574463, 6.526752948760986, 8.241717338562012, 6.536587238311768, 6.770116329193115, 6.943007469177246]","[9.024998664855957, 6.774407863616943, 7.243218898773193, 5.65636682510376, 7.7024126052856445, 6.6695451736450195, 7.632325172424316, 6.8280205726623535, 7.834715366363525, 7.609335422515869]","[8.854744720458985, 7.126004219055176, 7.409025478363037, 5.807090759277344, 7.542174053192139, 6.435040760040283, 7.88912525177002, 6.770924282073975, 7.345209693908691, 7.4105198860168455]"
32,1537,"[1537, 6816, 14662, 15116, 5712, 307, 1231, 6085, 7943, 6700]",,,-1,,,,,,
33,15089,"[15089, 6778, 12681, 17781, 1391, 197, 4353, 4347, 4349, 5238]",{938},"[8.223617, 8.263806, 8.095793, 7.9218946, 7.8194036, 7.738108, 7.7727785, 7.731362, 7.711868, 7.7160482]",6778,"[7.688114166259766, 8.056449890136719, 8.29365062713623, 6.178755760192871, 7.7368621826171875, 8.84255313873291, 7.7293877601623535, 7.7111053466796875, 7.575231552124023, 7.360062599182129]","[7.841331958770752, 8.243942260742188, 7.8544020652771, 6.122813701629639, 8.28534984588623, 8.246520042419434, 7.6065192222595215, 7.5960822105407715, 7.649683475494385, 7.3818182945251465]","[7.881832599639893, 8.347484588623047, 7.979428768157959, 6.685133457183838, 8.369629859924316, 8.632801055908203, 7.8832011222839355, 7.8863325119018555, 7.806785583496094, 7.268929958343506]","[7.612273693084717, 7.91279935836792, 8.136056900024414, 6.183266639709473, 8.06756591796875, 8.307135581970215, 7.58579683303833, 7.625681400299072, 7.580698490142822, 7.110240936279297]","[7.725499153137207, 8.288490295410156, 8.02134895324707, 6.696652412414551, 7.949490070343018, 8.294508934020996, 7.940804481506348, 7.593949317932129, 7.90110445022583, 6.876265048980713]","[7.749810314178466, 8.169833278656006, 8.056977462768554, 6.373324394226074, 8.0817795753479, 8.46470375061035, 7.749141883850098, 7.682630157470703, 7.7027007102966305, 7.199463367462158]"
34,1047,"[1047, 7391, 1116, 7394, 6960, 6917, 66, 8399, 7333, 15116]",,,-1,,,,,,
35,6778,"[6778, 17781, 7008, 197, 21897, 1391, 21796, 16247, 839, 6254]",,,-1,,,,,,
36,332,"[332, 860, 1003, 903, 6778, 12962, 5712, 15089, 21379, 32413]",{5239},"[7.0456014, 7.0710883, 6.7947493, 6.502436, 6.4113865, 6.2813597, 6.0902658, 6.060168, 5.9265466, 5.86986]",860,"[6.061385631561279, 7.007448196411133, 6.267798900604248, 6.467606544494629, 5.786910057067871, 6.156790733337402, 6.782180309295654, 5.861539363861084, 5.8720245361328125, 5.591145992279053]","[6.4819793701171875, 6.735617160797119, 6.496235370635986, 6.712231636047363, 5.554653644561768, 5.805627822875977, 6.024500370025635, 5.777114391326904, 5.677350997924805, 5.638046741485596]","[5.629426002502441, 6.9121294021606445, 6.182065486907959, 6.536560535430908, 5.83181095123291, 5.743570327758789, 5.434850215911865, 5.786941051483154, 5.470574378967285, 5.265375137329102]","[6.457727432250977, 7.002047538757324, 6.622348308563232, 6.319000720977783, 5.838431358337402, 5.860748767852783, 6.152143955230713, 5.627565383911133, 5.423820972442627, 5.838809490203857]","[6.903216361999512, 7.010811805725098, 6.283823490142822, 6.373718738555908, 5.8505425453186035, 5.8936381340026855, 6.503383159637451, 5.4686665534973145, 5.432989597320557, 5.62101411819458]","[6.306746959686279, 6.933610820770264, 6.37045431137085, 6.4818236351013185, 5.772469711303711, 5.892075157165527, 6.179411602020264, 5.704365348815918, 5.5753520965576175, 5.590878295898437]"
37,8058,"[8058, 1044, 1047, 15089, 897, 12948, 6969, 17543, 8015, 1117]",{1203},"[8.258991, 8.276603, 8.090768, 7.8753653, 6.845896, 6.9365106, 6.810237, 6.699456, 6.61822, 6.4903607]",1044,"[7.613750457763672, 9.154173851013184, 7.905350208282471, 7.5853142738342285, 6.145534992218018, 7.574100971221924, 6.566268444061279, 6.04290246963501, 6.9039835929870605, 5.952812194824219]","[7.210694789886475, 9.077157020568848, 5.5991435050964355, 7.408225059509277, 5.366358757019043, 7.615435600280762, 7.533482551574707, 5.547772407531738, 7.029301643371582, 5.5656418800354]","[7.3515191078186035, 9.204952239990234, 7.194573879241943, 7.760255336761475, 5.594651699066162, 6.145045280456543, 7.07593297958374, 5.593205451965332, 7.160792827606201, 5.443356037139893]","[7.66199254989624, 8.96357536315918, 5.8077592849731445, 7.725068092346191, 5.96964693069458, 6.680622577667236, 6.797775745391846, 5.886854648590088, 7.520552158355713, 5.197972774505615]","[7.9704508781433105, 9.50916576385498, 7.527674198150635, 8.024415969848633, 6.0919189453125, 6.992222309112549, 7.235798358917236, 6.281106472015381, 7.407693862915039, 5.65299654006958]","[7.56168155670166, 9.181804847717284, 6.806900215148926, 7.700655746459961, 5.83362226486206, 7.001485347747803, 7.041851615905761, 5.87036828994751, 7.2044648170471195, 5.562555885314941]"
38,307,"[307, 1391, 1231, 6778, 4340, 5712, 21897, 6990, 4341, 17781]","{13440, 993, 994, 1473, 325, 999, 16141, 18895, 18929, 1233, 531, 18869, 18870}","[8.702818, 8.358657, 8.720721, 8.470778, 7.6471014, 7.4850516, 7.50756, 7.5597596, 7.500875, 7.3918805]",1231,"[8.666813850402832, 8.359533309936523, 9.385397911071777, 8.224136352539062, 4.656820774078369, 8.053220748901367, 6.951146125793457, 7.124542236328125, 7.356919288635254, 4.724797248840332]","[8.306586265563965, 8.620333671569824, 6.967385768890381, 8.015660285949707, 7.191988468170166, 7.844767093658447, 7.093734264373779, 7.423776149749756, 7.247507095336914, 4.691526412963867]","[8.676106452941895, 8.2708740234375, 7.307685852050781, 8.369525909423828, 7.244378089904785, 7.7206220626831055, 6.738119125366211, 7.392180442810059, 7.9611310958862305, 4.560449123382568]","[8.580450057983398, 8.22838306427002, 7.108138084411621, 8.086068153381348, 7.336239814758301, 7.718064308166504, 7.2563042640686035, 7.555201530456543, 6.956563472747803, 4.785284042358398]","[8.629746437072754, 7.907131671905518, 9.221922874450684, 8.003214836120605, 4.467680931091309, 7.823630332946777, 6.973773956298828, 7.3292388916015625, 7.053114414215088, 5.133116245269775]","[8.571940612792968, 8.277251148223877, 7.9981060981750485, 8.13972110748291, 6.179421615600586, 7.83206090927124, 7.002615547180175, 7.364987850189209, 7.315047073364258, 4.779034614562988]"
39,6410,"[6410, 18106, 1477, 7503, 6412, 417, 1366, 7173, 4341, 6990]","{1555, 18967, 18972, 1053, 18975, 18977, 18984, 1065, 18985, 18988, 18989, 51, 15422, 19010, 7238, 1095, 19018, 19023, 19024, 15444, 19031, 19034, 1627, 19035, 613, 19050, 15478, 19063, 19066, 19067, 634, 19073, 7299, 19076, 19084, 19086, 19087, 19090, 19094, 1199, 692, 7351, 1210, 1211, 7361, 17099, 8396, 17629, 8425, 8426, 13563, 13566, 255, 8450, 290, 13098, 13099, 828, 846, 853, 859, 1408, 14223, 1435, 924, 13224, 938, 944, 946, 947, 7120, 475, 14812, 14811, 996, 1004, 1009, 1011, 1012}","[7.9234066, 7.925838, 7.225699, 6.800119, 7.612576, 6.6184077, 6.471091, 6.603435, 6.9790845, 7.190222]",18106,"[3.857818126678467, 6.678545951843262, 6.693291187286377, 6.63034200668335, 6.26301908493042, 6.06478214263916, 5.390790939331055, 6.766913414001465, 6.462760925292969, 4.809347152709961]","[5.133552551269531, 5.574127197265625, 7.2254557609558105, 6.365654468536377, 6.370989799499512, 6.456038475036621, 5.7465081214904785, 6.704433441162109, 6.717211723327637, 6.0177412033081055]","[7.942726135253906, 5.700033664703369, 6.942898750305176, 5.927822589874268, 6.472588062286377, 5.934231758117676, 5.800503253936768, 6.567647457122803, 6.2825517654418945, 5.063796043395996]","[8.632477760314941, 7.400912284851074, 6.84304666519165, 6.068391799926758, 5.5301337242126465, 6.099052906036377, 6.027702331542969, 6.81165885925293, 6.8791913986206055, 5.564883232116699]","[8.659693717956543, 6.858023643493652, 7.569524765014648, 6.3563995361328125, 6.780495643615723, 6.150190830230713, 5.565720081329346, 6.924943923950195, 6.9145941734313965, 5.246055603027344]","[6.845253658294678, 6.442328548431396, 7.054843425750732, 6.2697220802307125, 6.283445262908936, 6.140859222412109, 5.706244945526123, 6.7551194190979, 6.651261997222901, 5.340364646911621]"
40,7395,"[7395, 13546, 7176, 12698, 7241, 939, 7473, 941, 6685, 1729]",{7341},"[7.187963, 7.194647, 7.029672, 6.4835253, 6.4515915, 6.3582516, 6.0374312, 5.897263, 6.1349273, 6.1077237]",13546,"[6.833974838256836, 7.398637771606445, 7.605255603790283, 5.732486248016357, 6.415217876434326, 6.563791275024414, 5.857577800750732, 5.925433158874512, 5.5056681632995605, 6.517027854919434]","[6.507204532623291, 7.282155990600586, 7.008572578430176, 5.637776851654053, 6.126701831817627, 6.669185638427734, 5.7661590576171875, 6.070012092590332, 4.642763614654541, 6.103507041931152]","[6.591147422790527, 7.317363262176514, 7.465759754180908, 5.977228164672852, 6.285661697387695, 6.768096446990967, 5.968428611755371, 6.052704811096191, 5.798722743988037, 6.633559226989746]","[6.687241077423096, 7.060669898986816, 6.7910990715026855, 6.022979736328125, 6.655117034912109, 6.9447021484375, 5.370669841766357, 5.54340934753418, 5.84147310256958, 5.808660984039307]","[6.554255962371826, 7.059500694274902, 7.326454162597656, 5.205738067626953, 6.084288597106934, 6.229597568511963, 5.934072494506836, 5.707390308380127, 5.0211873054504395, 5.645463943481445]","[6.634764766693115, 7.223665523529053, 7.239428234100342, 5.715241813659668, 6.313397407531738, 6.635074615478516, 5.779381561279297, 5.859789943695068, 5.361962985992432, 6.141643810272217]"
41,1047,"[1047, 6974, 1005, 15089, 7176, 13539, 897, 25781, 18724, 8015]",,,-1,,,,,,
42,1231,"[1231, 6807, 6778, 21796, 7394, 13460, 13979, 443, 6855, 6852]","{446, 19655, 1352, 1067, 14578, 12851, 1336, 1241, 18106, 14558}","[7.6110744, 7.5598106, 7.6134973, 7.1869426, 7.0784807, 6.8003035, 6.625288, 6.684264, 6.5822883, 6.5574036]",6778,"[5.332078456878662, 7.54591178894043, 7.647780895233154, 6.26214075088501, 1.5471757650375366, 7.13938570022583, 6.545239448547363, 6.767225742340088, 7.133013725280762, 7.484410762786865]","[5.344113826751709, 7.599463939666748, 7.894120216369629, 6.6148810386657715, 2.0615339279174805, 7.160842418670654, 6.497443199157715, 6.817873001098633, 7.208141803741455, 7.272500991821289]","[4.908146381378174, 7.416788578033447, 7.579345226287842, 6.712989330291748, 1.9395687580108643, 7.005929946899414, 6.824931621551514, 7.240289688110352, 7.376082897186279, 7.288968563079834]","[5.261184215545654, 7.755298137664795, 8.091891288757324, 5.331855773925781, 1.1119019985198975, 6.979992389678955, 6.338746547698975, 7.428818225860596, 6.77695369720459, 6.656260013580322]","[6.378790855407715, 7.612401485443115, 7.99522590637207, 5.6684136390686035, 1.8750810623168945, 7.143294334411621, 6.652739524841309, 6.812640190124512, 6.842582702636719, 6.7077107429504395]","[5.444862747192383, 7.585972785949707, 7.841672706604004, 6.118056106567383, 1.7070523023605346, 7.085888957977295, 6.571820068359375, 7.013369369506836, 7.067354965209961, 7.08197021484375]"
43,23176,"[23176, 1047, 1217, 6965, 968, 6253, 622, 761, 13413, 1010]",{786},"[7.5176263, 7.5481114, 6.6810994, 6.7078266, 6.614487, 6.3575487, 6.3634267, 6.2491784, 6.087004, 5.9968867]",1047,"[6.604424953460693, 7.138449192047119, 3.5420567989349365, 6.496669769287109, 6.5744829177856445, 6.096086025238037, 5.387050151824951, 6.0806803703308105, 6.231875896453857, 5.496918678283691]","[7.053252696990967, 6.053713321685791, 4.423727512359619, 6.381587982177734, 6.711645126342773, 4.348553657531738, 5.665619850158691, 4.805217266082764, 6.218195915222168, 5.573840141296387]","[6.532471656799316, 7.280698776245117, 4.930393218994141, 6.044101238250732, 6.469557285308838, 4.576793670654297, 5.480338096618652, 5.171478271484375, 6.073392391204834, 5.3969244956970215]","[7.203424453735352, 7.3534088134765625, 5.562530994415283, 6.4171576499938965, 7.258947849273682, 4.320430755615234, 6.046521186828613, 5.879815101623535, 6.514184951782227, 4.905814170837402]","[6.536540985107422, 7.199050426483154, 3.2671866416931152, 6.184686660766602, 6.788295745849609, 4.549088001251221, 5.955184459686279, 4.5541791915893555, 6.261728286743164, 5.401299476623535]","[6.78602294921875, 7.0050641059875485, 4.345179033279419, 6.3048406600952145, 6.760585784912109, 4.778190422058105, 5.706942749023438, 5.298274040222168, 6.25987548828125, 5.354959392547608]"
44,1231,"[1231, 197, 12948, 6412, 1477, 621, 1005, 6778, 7057, 6807]","{772, 773, 536, 7325, 1571, 1211, 19904, 1473, 19906, 968, 19913, 7503, 719, 1621, 7510, 7393, 998, 1386, 1387, 19059, 1012, 1402}","[8.055753, 7.217949, 7.5175614, 8.057033, 6.286642, 5.971874, 6.135733, 7.1783934, 5.8605576, 5.7791615]",6412,"[7.8793625831604, 7.2690277099609375, 8.301351547241211, 7.207573890686035, 7.80148458480835, 5.505031585693359, 6.21362829208374, 6.682960033416748, 5.5660834312438965, 6.697866439819336]","[6.004688262939453, 6.396740913391113, 8.204506874084473, 8.006994247436523, 6.113973140716553, 5.139358997344971, 7.136390209197998, 6.4131364822387695, 5.907759666442871, 6.4304609298706055]","[6.094909191131592, 6.162233352661133, 8.088251113891602, 7.455807209014893, 7.298871994018555, 4.824488639831543, 6.589597225189209, 6.319007396697998, 5.139669418334961, 6.923072338104248]","[7.991239070892334, 7.0804829597473145, 7.774367332458496, 7.551380157470703, 7.756009101867676, 4.887739658355713, 6.136972904205322, 6.737575054168701, 5.450301647186279, 7.009185314178467]","[6.6895976066589355, 7.033204555511475, 7.339084148406982, 7.1191911697387695, 7.494266986846924, 4.804995536804199, 6.268877029418945, 6.43679666519165, 5.642944812774658, 6.73907995223999]","[6.931959342956543, 6.788337898254395, 7.941512203216552, 7.468189334869384, 7.292921161651611, 5.032322883605957, 6.469093132019043, 6.517895126342774, 5.541351795196533, 6.759932994842529]"
45,1231,"[1231, 12939, 1072, 6412, 13552, 792, 155, 7000, 49, 4341]","{17569, 833, 7299, 613, 427, 939, 461, 8430, 7342, 7089, 8434, 13405, 7990, 17113, 12796, 5757, 2590}","[7.791453, 7.7936196, 6.968421, 6.8756995, 6.7670484, 6.7333636, 6.581581, 6.465828, 6.7612734, 6.425336]",12939,"[6.130731582641602, 7.5682573318481445, 6.9419846534729, 6.271289348602295, 6.252791881561279, 6.4025492668151855, 6.633062839508057, 6.015183448791504, 6.0315775871276855, 6.5985107421875]","[4.843155860900879, 7.456853866577148, 7.278695106506348, 6.069450378417969, 5.628582954406738, 6.728824615478516, 6.760480880737305, 5.102621078491211, 6.274905681610107, 3.710111618041992]","[5.058229923248291, 7.563685417175293, 6.533048629760742, 6.283372402191162, 6.415404796600342, 6.799137592315674, 6.717185974121094, 4.499366283416748, 6.940479755401611, 6.057486057281494]","[4.708596706390381, 7.453599452972412, 7.0421247482299805, 6.381450176239014, 6.599635601043701, 6.207491874694824, 6.677824974060059, 5.4356279373168945, 6.823110580444336, 6.483242511749268]","[4.454362392425537, 7.204272270202637, 7.082513809204102, 6.485387802124023, 6.004641056060791, 6.264288902282715, 6.611590385437012, 6.011041164398193, 5.822904586791992, 5.833381175994873]","[5.039015293121338, 7.449333667755127, 6.975673389434815, 6.298190021514893, 6.1802112579345705, 6.480458450317383, 6.680029010772705, 5.41276798248291, 6.378595638275146, 5.736546421051026]"
46,1231,"[1231, 1047, 197, 1391, 7394, 17781, 12948, 6778, 1473, 12939]",,,-1,,,,,,
47,1047,"[1047, 8058, 13504, 1200, 897, 13333, 1217, 7387, 860, 903]",,,-1,,,,,,
48,1231,"[1231, 1047, 197, 1391, 7394, 17781, 12948, 6778, 1473, 12939]",,,-1,,,,,,
49,1231,"[1231, 1047, 197, 1391, 7394, 17781, 12948, 6778, 1473, 12939]",,,-1,,,,,,
50,6852,"[6852, 6853, 1047, 6974, 6850, 6855, 1537, 1017, 13979, 6854]","{996, 165, 18119, 999, 1386, 334, 7249, 1013, 536, 475, 1628, 7935}","[8.442272, 8.277412, 8.44373, 8.258716, 8.183565, 8.093425, 8.042575, 7.811432, 7.622904, 7.6601405]",1047,"[7.659609794616699, 7.6874918937683105, 9.270522117614746, 8.48613452911377, 7.994761943817139, 7.9466962814331055, 8.064629554748535, 6.690179347991943, 7.300627708435059, 7.535351276397705]","[7.7772908210754395, 7.616064548492432, 9.580222129821777, 8.600493431091309, 7.869032382965088, 7.891439914703369, 9.234511375427246, 7.063535213470459, 5.947201728820801, 7.496230602264404]","[7.713101387023926, 7.51968240737915, 8.243529319763184, 8.216975212097168, 7.824756145477295, 7.467965602874756, 9.1859712600708, 8.044129371643066, 7.463315963745117, 7.289135932922363]","[7.422519683837891, 7.8863701820373535, 9.171241760253906, 8.296963691711426, 8.029163360595703, 7.944886207580566, 8.924421310424805, 6.929306983947754, 6.278689861297607, 7.37550687789917]","[7.982332229614258, 7.94547176361084, 9.150643348693848, 8.271470069885254, 8.047281265258789, 8.114531517028809, 8.23334789276123, 7.843417167663574, 7.344603061676025, 7.4474077224731445]","[7.710970783233643, 7.731016159057617, 9.083231735229493, 8.374407386779785, 7.952999019622803, 7.873103904724121, 8.728576278686523, 7.314113616943359, 6.8668876647949215, 7.428726482391357]"
51,1044,"[1044, 12948, 994, 8015, 1065, 758, 1555, 6969, 13330, 13317]","{7299, 772, 7432, 524, 536, 1050, 13098, 943, 1456, 1201, 49, 825, 20539, 20542, 1233, 862, 7135, 7008, 737, 7397, 999, 1000, 1002, 8042, 14702, 1007, 7409, 759, 767}","[7.1110525, 6.8262725, 6.430288, 7.1280346, 6.2938905, 5.8846526, 5.433227, 5.4385133, 5.647293, 5.5178227]",8015,"[6.308156490325928, 6.378623008728027, 5.0514655113220215, 6.944550037384033, 5.263627529144287, 3.4050724506378174, 4.850449562072754, 3.2509925365448, 5.2174577713012695, 5.009596347808838]","[7.130073547363281, 6.568760871887207, 5.625189781188965, 7.308367729187012, 5.278304100036621, 4.138734340667725, 4.901744365692139, 3.538243055343628, 5.364065170288086, 5.798044204711914]","[6.782463550567627, 7.097537517547607, 4.899540424346924, 6.404424667358398, 4.939080715179443, 4.0266194343566895, 4.953158378601074, 2.9965696334838867, 5.3605756759643555, 5.963085651397705]","[6.878073215484619, 7.239211559295654, 5.59169340133667, 7.578144073486328, 6.307291030883789, 4.0110039710998535, 5.160312175750732, 3.5109736919403076, 5.855993747711182, 6.237647533416748]","[6.972332000732422, 6.856686115264893, 5.555285453796387, 6.766273021697998, 5.992007255554199, 4.042625427246094, 5.398056983947754, 4.116570949554443, 5.770783424377441, 5.535890102386475]","[6.814219760894775, 6.828163814544678, 5.344634914398194, 7.000351905822754, 5.556062126159668, 3.9248111248016357, 5.052744293212891, 3.482669973373413, 5.513775157928467, 5.708852767944336]"
52,6852,"[6852, 6854, 6855, 6853, 837, 6856, 6850, 5465, 13317, 6851]","{1029, 1549, 536, 19994, 1572, 17964, 1072, 3640, 20546, 20550, 7239, 7241, 20563, 1112, 20573, 20575, 613, 15476, 20600, 7291, 20611, 20617, 18581, 20631, 7320, 20636, 7327, 671, 20643, 7332, 7341, 20656, 691, 7351, 20670, 20671, 20672, 20673, 20674, 8385, 20677, 17616, 1233, 17106, 7383, 8411, 7395, 741, 759, 7420, 772, 8464, 7457, 290, 7972, 13098, 13114, 7996, 8015, 6482, 853, 855, 858, 1370, 7517, 862, 1386, 882, 1402, 5505, 939, 941, 943, 17855, 968, 460, 1000, 1524, 1525, 1526, 7161, 1018, 15359}","[7.924323, 7.858809, 7.7881656, 7.6009603, 7.924441, 7.538177, 7.328581, 7.265554, 6.854973, 6.660296]",837,"[6.203192710876465, 7.2277092933654785, 6.613328456878662, 6.791555881500244, 8.123725891113281, 7.273349761962891, 6.814723491668701, 7.1632232666015625, 6.6516594886779785, 5.839951038360596]","[5.767689228057861, 6.08148717880249, 5.920004367828369, 5.718343257904053, 7.026100158691406, 5.896336555480957, 5.553503513336182, 6.491944313049316, 6.576925754547119, 5.370590686798096]","[6.482224941253662, 6.0269455909729, 5.6069746017456055, 5.980568885803223, 7.459558010101318, 7.233223915100098, 6.556478023529053, 6.552433490753174, 5.986149311065674, 5.010195732116699]","[6.892457485198975, 7.197629928588867, 6.664219379425049, 6.577206611633301, 8.236817359924316, 7.17540168762207, 6.982298374176025, 6.964339256286621, 6.239467144012451, 5.750589847564697]","[6.056542873382568, 6.491478443145752, 5.776514053344727, 6.151968002319336, 6.833815574645996, 6.62688684463501, 6.129986763000488, 5.9239630699157715, 6.4610066413879395, 5.312427997589111]","[6.280421447753906, 6.605050086975098, 6.116208171844482, 6.243928527832031, 7.5360033988952635, 6.841039752960205, 6.40739803314209, 6.619180679321289, 6.383041667938232, 5.45675106048584]"
53,1231,"[1231, 1047, 197, 1391, 7394, 17781, 12948, 6778, 1473, 12939]",,,-1,,,,,,
54,6852,"[6852, 6853, 6855, 6410, 14588, 1514, 13979, 6850, 1366, 6856]","{20739, 1222, 1196, 8433, 786, 15100}","[8.462123, 8.443784, 8.329991, 8.463745, 8.261558, 8.264219, 7.895443, 7.9008975, 7.7253222, 7.8001385]",6410,"[7.7704057693481445, 7.804394721984863, 7.679891109466553, 5.703098297119141, 7.4222941398620605, 7.00522518157959, 6.970116138458252, 7.684488296508789, 6.363818168640137, 7.319139003753662]","[7.2293381690979, 7.400397300720215, 7.109035968780518, 6.071605682373047, 7.381466865539551, 6.679685115814209, 5.449606418609619, 7.2505669593811035, 6.2989935874938965, 6.613720417022705]","[7.383343696594238, 7.656570911407471, 7.475861549377441, 6.042728900909424, 6.515474319458008, 6.440487384796143, 6.449166297912598, 7.3455400466918945, 6.314430236816406, 6.940877437591553]","[7.492676258087158, 7.362212657928467, 7.363047122955322, 5.931466102600098, 7.161870002746582, 6.800821781158447, 6.051606178283691, 7.444563865661621, 6.199893474578857, 6.961503028869629]","[7.579722881317139, 7.555131912231445, 7.815381050109863, 5.94743013381958, 7.710452556610107, 7.8845601081848145, 7.500629425048828, 7.443816661834717, 6.575746536254883, 6.999386310577393]","[7.491097354888916, 7.555741500854492, 7.48864336013794, 5.9392658233642575, 7.2383115768432615, 6.96215591430664, 6.484224891662597, 7.433795166015625, 6.350576400756836, 6.966925239562988]"
