user,item,topk,counterfactual,predicted_scores,replacement,actual_scores_0,actual_scores_1,actual_scores_2,actual_scores_3,actual_scores_4,actual_scores_avg
66,669,"[669, 668, 7473, 7241, 946, 1547, 6778, 14747, 12700, 12939, 11181, 8449, 11820, 6852, 20631, 6855, 1601, 22405, 1043, 6973]","{7300, 1387, 13005, 7503, 16280, 858, 6718}","[7.94757, 7.890385, 7.949837, 7.7330194, 7.2219067, 7.108748, 6.9826813, 6.870951, 6.849984, 6.741656, 6.74364, 6.612257, 6.5552316, 6.5561643, 6.419295, 6.4883475, 6.3641586, 6.3541307, 6.335937, 6.3267407]",7473,"[7.3827667236328125, 7.589560508728027, 7.794947624206543, 7.207368850708008, 8.021296501159668, 6.148751258850098, 6.778532028198242, 6.5210981369018555, 6.265614986419678, 5.914580821990967, 6.049960613250732, 5.791278839111328, 6.374053955078125, 6.326478958129883, 5.8189778327941895, 6.111111640930176, 6.00518274307251, 5.800432205200195, 5.623857498168945, 6.159982681274414]","[7.667749404907227, 8.329354286193848, 7.367220878601074, 7.622131824493408, 7.620281219482422, 6.951440334320068, 6.427136421203613, 6.747017860412598, 6.536409378051758, 7.139423847198486, 6.7592597007751465, 6.653139114379883, 6.699339866638184, 6.53707218170166, 6.402336597442627, 6.3566155433654785, 6.12934684753418, 6.330883979797363, 6.153152942657471, 6.2709059715271]","[7.916842937469482, 7.948583126068115, 7.99073600769043, 7.250056743621826, 7.290718078613281, 6.285365581512451, 7.179156303405762, 4.958154201507568, 6.275878429412842, 6.193734645843506, 6.328070640563965, 5.947792053222656, 5.83554220199585, 5.894250392913818, 5.698080062866211, 6.43227481842041, 6.2290120124816895, 5.668148517608643, 6.596045017242432, 5.47664737701416]","[7.0490922927856445, 7.89594030380249, 8.834293365478516, 7.446122169494629, 6.925590515136719, 7.0395379066467285, 6.644740581512451, 6.8759446144104, 6.56837272644043, 7.006796836853027, 6.197877883911133, 6.3948259353637695, 6.581241607666016, 5.900679111480713, 6.6089582443237305, 6.010031223297119, 6.17204475402832, 5.868434906005859, 6.253045558929443, 5.913175582885742]","[8.005960464477539, 8.225613594055176, 8.006522178649902, 7.686948776245117, 7.85274600982666, 6.799341201782227, 6.442159175872803, 5.909594535827637, 6.4562859535217285, 6.592214584350586, 6.757425308227539, 6.932228088378906, 6.63205623626709, 6.196742534637451, 6.313997268676758, 6.308572769165039, 6.349852561950684, 6.200021743774414, 6.096777439117432, 6.103170394897461]","[7.604482364654541, 7.997810363769531, 7.998744010925293, 7.4425256729125975, 7.54212646484375, 6.644887256622314, 6.694344902038575, 6.2023618698120115, 6.420512294769287, 6.569350147247315, 6.418518829345703, 6.343852806091308, 6.424446773529053, 6.171044635772705, 6.168470001220703, 6.243721199035645, 6.177087783813477, 5.973584270477295, 6.144575691223144, 5.984776401519776]"
67,1537,"[1537, 1047, 15116, 307, 332, 6778, 1391, 860, 7992, 12962, 5465, 5712, 13504, 17781, 23361, 903, 14662, 1003, 15089, 1200]","{1096, 7107, 1628, 995}","[7.9868946, 7.9944105, 7.4534755, 7.2625017, 7.376772, 7.3624344, 7.1090174, 7.226999, 6.860076, 6.979709, 6.8595223, 6.8877797, 6.875028, 6.7827106, 6.7953806, 6.791969, 6.740509, 6.725405, 6.6988435, 6.675717]",1047,"[7.800098419189453, 7.765440940856934, 6.301385402679443, 7.126673698425293, 6.350010395050049, 7.025768280029297, 6.994993686676025, 7.372684955596924, 6.427515506744385, 6.918242931365967, 6.548230171203613, 7.3804097175598145, 6.829983711242676, 5.206287384033203, 6.67636251449585, 6.732183456420898, 6.274259090423584, 6.711780071258545, 7.3319597244262695, 7.477838039398193]","[7.778890609741211, 7.712331295013428, 6.450351238250732, 6.887764930725098, 6.3237810134887695, 6.663228988647461, 7.053394794464111, 7.281414031982422, 6.619960784912109, 6.93490743637085, 5.555867671966553, 7.421947479248047, 7.092328071594238, 4.300137519836426, 6.880000114440918, 6.421086311340332, 5.8485589027404785, 6.5531463623046875, 6.895713806152344, 7.285133361816406]","[7.550840854644775, 8.258825302124023, 6.446437835693359, 6.432214736938477, 6.474963188171387, 6.928791046142578, 6.628532409667969, 7.164642333984375, 6.121850490570068, 7.14968729019165, 7.120899200439453, 7.406972885131836, 6.758315086364746, 5.075880527496338, 6.540904998779297, 7.11426305770874, 6.183223724365234, 6.663865566253662, 7.550295829772949, 7.448705196380615]","[7.603530406951904, 7.403692722320557, 6.4200439453125, 6.8045759201049805, 6.491396903991699, 7.190511226654053, 7.199307918548584, 7.259029388427734, 6.164819717407227, 6.9558258056640625, 5.434159278869629, 7.076720714569092, 7.191876411437988, 4.509787082672119, 7.040516376495361, 7.159022331237793, 5.744336128234863, 6.478262424468994, 6.228930950164795, 6.817879676818848]","[7.637202262878418, 8.115988731384277, 6.071689128875732, 7.0797200202941895, 7.15801477432251, 6.960583209991455, 6.481064796447754, 7.0062150955200195, 6.303442478179932, 6.773478984832764, 6.267880439758301, 6.895994663238525, 6.355549335479736, 4.575530529022217, 6.450406551361084, 6.740335464477539, 6.002744674682617, 6.5908379554748535, 7.359476566314697, 6.928094387054443]","[7.6741125106811525, 7.851255798339844, 6.337981510162353, 6.866189861297608, 6.559633255004883, 6.953776550292969, 6.871458721160889, 7.216797161102295, 6.327517795562744, 6.946428489685059, 6.18540735244751, 7.236409091949463, 6.845610523223877, 4.73352460861206, 6.717638111114502, 6.83337812423706, 6.010624504089355, 6.599578475952148, 7.073275375366211, 7.1915301322937015]"
68,1231,"[1231, 16141, 622, 15444, 7972, 7351, 294, 6917, 7395, 6989, 30, 1283, 1047, 768, 7998, 1370, 6412, 634, 17543, 7394]","{13825, 13699, 260, 22405, 920, 12953, 13082, 13080, 12956, 16798, 7457, 14242, 675, 677, 12966, 553, 938, 17712, 17715, 22324, 17463, 446, 578, 22218, 588, 22225, 6361, 994, 996, 17653, 762, 12923, 22397}","[9.105157, 9.108093, 8.3428135, 7.968553, 8.054687, 7.999425, 8.066815, 8.100273, 7.5116987, 7.6059957, 7.5767207, 7.4585495, 7.311308, 7.0063496, 7.1278253, 7.235292, 7.3997464, 6.981388, 7.3083577, 7.1023617]",16141,"[8.980992317199707, 8.980453491210938, 8.558806419372559, 5.792570114135742, 8.41040325164795, 8.157196044921875, 7.5715765953063965, 8.437323570251465, 7.451672077178955, 8.046830177307129, 6.942414283752441, 7.666942119598389, 5.337985515594482, 5.373655796051025, 6.788280010223389, 7.389547824859619, 6.861556053161621, 6.8587846755981445, 7.291085720062256, 5.9190673828125]","[7.494811534881592, 8.922350883483887, 8.30273151397705, 8.522745132446289, 8.774381637573242, 8.741225242614746, 7.70846700668335, 8.669323921203613, 7.244937419891357, 7.781517028808594, 6.879801273345947, 7.166796684265137, 6.966705799102783, 5.400960445404053, 6.669276714324951, 7.4384050369262695, 6.420044422149658, 6.994142055511475, 7.566983699798584, 6.0847272872924805]","[8.113900184631348, 9.021649360656738, 8.58415699005127, 7.979647159576416, 8.840181350708008, 9.643258094787598, 8.022234916687012, 8.597740173339844, 7.533806324005127, 8.121912956237793, 8.102663040161133, 7.417240619659424, 7.53203821182251, 6.013265132904053, 7.124367713928223, 7.784521102905273, 6.911044597625732, 7.069921493530273, 7.468667507171631, 4.79240083694458]","[6.815848350524902, 8.488482475280762, 8.117964744567871, 7.414618492126465, 8.164599418640137, 8.419097900390625, 7.632584095001221, 8.776297569274902, 7.494318962097168, 7.736179828643799, 6.925328254699707, 6.884511470794678, 7.066311836242676, 5.264514446258545, 7.118855953216553, 7.297764778137207, 6.730264186859131, 6.327347278594971, 7.38865327835083, 6.247485637664795]","[6.467328071594238, 9.09241771697998, 8.450932502746582, 8.003610610961914, 8.914132118225098, 9.355207443237305, 7.865673542022705, 8.951530456542969, 7.190346717834473, 7.9625749588012695, 7.137135982513428, 7.195201873779297, 5.260692596435547, 5.638980865478516, 6.807529449462891, 7.414650917053223, 6.604113578796387, 6.840569496154785, 7.340204238891602, 5.474243640899658]","[7.574576091766358, 8.90107078552246, 8.402918434143066, 7.542638301849365, 8.620739555358886, 8.86319694519043, 7.760107231140137, 8.68644313812256, 7.383016300201416, 7.929802989959716, 7.197468566894531, 7.266138553619385, 6.4327467918396, 5.538275337219238, 6.901661968231201, 7.4649779319763185, 6.705404567718506, 6.818152999877929, 7.411118888854981, 5.703584957122803]"
69,1217,"[1217, 1116, 7394, 6960, 7491, 1465, 1387, 2752, 2787, 66, 1233, 622, 2403, 761, 12698, 7135, 6914, 1005, 1614, 1117]",,,-1,,,,,,
70,1231,"[1231, 7394, 1217, 12939, 6852, 1072, 49, 6856, 6854, 837, 6853, 6850, 6855, 719, 13552, 13295, 758, 792, 1714, 586]","{1000, 5412, 18950, 12903}","[8.469316, 8.490638, 7.860519, 7.518147, 7.2375464, 7.127067, 7.042442, 7.004642, 6.999989, 6.929629, 7.0846186, 7.0186167, 6.963483, 6.7909565, 6.5118127, 6.4712496, 6.560892, 6.495798, 6.3048368, 6.2880673]",7394,"[6.138259410858154, 6.084194660186768, 7.4111456871032715, 5.8245320320129395, 6.818700313568115, 7.255492210388184, 5.817861557006836, 7.39845085144043, 7.266262531280518, 6.88827657699585, 6.812724590301514, 7.16977596282959, 6.790788173675537, 5.392132759094238, 5.882155418395996, 5.784502983093262, 6.117373943328857, 5.690992832183838, 5.053934574127197, 6.095273971557617]","[5.91509485244751, 5.933294773101807, 7.158470153808594, 6.79907751083374, 6.799774646759033, 5.7402520179748535, 5.872487545013428, 7.117294788360596, 7.287008762359619, 6.816957950592041, 6.578690052032471, 7.0081706047058105, 6.627492904663086, 6.645284652709961, 5.63621711730957, 5.825051784515381, 6.277873992919922, 5.636114597320557, 4.805759429931641, 6.073122978210449]","[6.246772289276123, 5.374806880950928, 7.445197582244873, 6.348941326141357, 6.832211971282959, 7.9081854820251465, 7.403955459594727, 7.34673547744751, 7.001134395599365, 6.918306350708008, 7.040660381317139, 6.748227596282959, 6.979004383087158, 5.197425365447998, 5.803752422332764, 6.231260776519775, 6.389398574829102, 5.11428165435791, 5.303384304046631, 6.129661560058594]","[4.783758163452148, 6.163109302520752, 7.569308280944824, 6.811770439147949, 7.289769172668457, 7.403675079345703, 6.618129730224609, 7.332992076873779, 7.3323588371276855, 7.255712985992432, 7.138906002044678, 7.723999500274658, 7.1690850257873535, 7.353903770446777, 6.0788445472717285, 5.6371026039123535, 6.42899751663208, 5.7204976081848145, 5.010528087615967, 5.726010799407959]","[7.189761161804199, 5.612820625305176, 7.162593364715576, 6.4631452560424805, 6.498621463775635, 7.794064521789551, 5.645778656005859, 6.775598526000977, 6.864222526550293, 6.48541259765625, 6.634126663208008, 6.8895745277404785, 6.971739768981934, 6.516087055206299, 5.669070243835449, 5.672489166259766, 6.14912748336792, 5.520551681518555, 5.1311354637146, 6.146039962768555]","[6.054729175567627, 5.833645248413086, 7.349343013763428, 6.449493312835694, 6.84781551361084, 7.220333862304687, 6.271642589569092, 7.194214344024658, 7.1501974105834964, 6.872933292388916, 6.841021537780762, 7.1079496383667, 6.907622051239014, 6.220966720581055, 5.814007949829102, 5.830081462860107, 6.2725543022155765, 5.536487674713134, 5.060948371887207, 6.034021854400635]"
71,621,"[621, 307, 943, 968, 8430, 929, 613, 5770, 941, 12981, 6965, 5437, 1231, 14848, 939, 32657, 13504, 848, 1450, 32649]","{7685, 1541, 1543, 1547, 22549, 22550, 22551, 22552, 22553, 22554, 22555, 22556, 22557, 22558, 22559, 22560, 22561, 22562, 22563, 22564, 22565, 22566, 22567, 22568, 22569, 22570, 22571, 22572, 22573, 22574, 22575, 22576, 22577, 22578, 22579, 22580, 22581, 22582, 22583, 16438, 1096, 1609, 19021, 13396, 598, 1121, 1123, 1130, 18037, 20089, 12923, 18049, 17543, 20620, 20120, 13486, 176, 1200, 14521, 1218, 1226, 8413, 18144, 1248, 1250, 741, 13542, 1262, 1267, 1575, 18681, 255, 7937, 7432, 20242, 18201, 285, 1310, 7457, 7972, 1320, 1326, 14648, 7995, 16189, 13119, 13120, 1352, 853, 17240, 1368, 858, 21033, 20322, 18279, 14713, 892, 1405, 1408, 1413, 13197, 1423, 410, 16303, 1461, 14774, 17867, 13270, 14812, 1508, 1004, 1516, 1526, 8183, 15358}","[8.289802, 7.7860723, 6.9851246, 7.1712446, 7.2139115, 8.29187, 6.5270495, 6.3717113, 6.3067307, 6.3094, 6.156579, 6.9197483, 6.7689614, 6.0573716, 5.9072456, 6.1736393, 6.2552114, 6.1025114, 5.2483034, 6.081038]",929,"[4.212544918060303, 2.8711559772491455, 5.994753360748291, 5.346377372741699, 3.420689821243286, 4.470765590667725, 6.491332530975342, 5.0552544593811035, 6.05125093460083, 2.7034459114074707, 3.6344571113586426, 4.0998358726501465, 5.643928527832031, 2.3299732208251953, 6.039732456207275, 4.995169639587402, 5.270232677459717, 3.05960750579834, 2.0630791187286377, 4.807779788970947]","[4.502913475036621, 3.4334022998809814, 4.745175838470459, 4.873353958129883, 3.4842519760131836, 4.939482688903809, 5.164836406707764, 4.814546585083008, 4.7324018478393555, 3.3404228687286377, 3.781170129776001, 3.036545515060425, 1.8916107416152954, 2.3700854778289795, 5.365540981292725, 4.164274215698242, 5.565603733062744, 3.6894469261169434, 0.03653964400291443, 3.786530017852783]","[3.272665023803711, 2.6622111797332764, 5.160863399505615, 6.068912506103516, 3.275609254837036, 4.641351699829102, 5.993692874908447, 4.699817180633545, 5.726123332977295, 2.6712520122528076, 3.326916217803955, 4.179823875427246, 4.419981956481934, 2.176119804382324, 6.458954811096191, 4.3030290603637695, 5.335299491882324, 3.080195665359497, 0.037478044629096985, 3.843597412109375]","[4.494522571563721, 3.9018959999084473, 4.721101760864258, 5.06868314743042, 3.51739501953125, 4.087296962738037, 5.273034572601318, 4.622713088989258, 4.91525936126709, 2.985050678253174, 4.372791767120361, 3.6435751914978027, 2.76393985748291, 1.8578823804855347, 5.288801670074463, 3.8700554370880127, 5.171252250671387, 3.5662310123443604, 0.03789938613772392, 3.83573055267334]","[4.58068323135376, 3.5298969745635986, 5.649296283721924, 5.903087139129639, 3.738455057144165, 5.082144260406494, 6.024509429931641, 4.757049083709717, 5.6833696365356445, 3.159653425216675, 4.198702812194824, 4.4954705238342285, 3.7510361671447754, 1.8975497484207153, 5.830197811126709, 5.0610761642456055, 5.997133255004883, 3.4619433879852295, 0.618899405002594, 4.347632884979248]","[4.212665843963623, 3.2797124862670897, 5.254238128662109, 5.452082824707031, 3.4872802257537843, 4.644208240509033, 5.789481163024902, 4.789876079559326, 5.421681022644043, 2.971964979171753, 3.862807607650757, 3.89105019569397, 3.694099450111389, 2.12632212638855, 5.796645545959473, 4.4787209033966064, 5.467904281616211, 3.371484899520874, 0.5587791197001934, 4.124254131317139]"
72,6778,"[6778, 803, 860, 1391, 4340, 4341, 15116, 23361, 903, 1552, 15366, 4353, 432, 4349, 4347, 24218, 15402, 24207, 307, 22268]",,,-1,,,,,,
73,1231,"[1231, 1516, 49, 12272, 1450, 6446, 1202, 6186, 621, 8080, 7998, 7333, 7394, 1047, 994, 792, 14634, 1411, 6989, 1336]",,,-1,,,,,,
74,1231,"[1231, 1047, 197, 1391, 7394, 17781, 12948, 6778, 1473, 12939, 7057, 1217, 15116, 15089, 6718, 1554, 14824, 7395, 7008, 943]",,,-1,,,,,,
75,1231,"[1231, 49, 1516, 7394, 994, 1072, 1217, 443, 155, 6186, 792, 1714, 7461, 719, 438, 7333, 8460, 12272, 19073, 15358]","{6400, 10372, 6917, 7048, 6664, 13577, 9995, 16144, 23058, 6419, 6804, 11796, 5016, 5145, 10266, 12443, 12698, 5017, 15774, 4767, 22944, 12190, 2208, 22947, 12195, 5285, 12710, 6183, 22954, 23084, 10413, 11694, 16045, 22961, 9881, 11185, 6836, 6971, 11454, 12097, 6083, 15940, 11717, 11334, 22983, 9669, 6989, 23122, 6233, 7006, 23011, 22883, 9957, 6377, 11500, 9709, 6254, 6253, 22897, 11505, 23027, 11515, 10108, 4477}","[8.447034, 8.44851, 7.668, 7.3995295, 7.6818786, 7.6216855, 7.614845, 7.601203, 7.411153, 7.0957146, 7.184877, 7.016758, 6.868706, 6.814569, 6.6582937, 6.707951, 6.5774317, 6.369205, 6.5791054, 6.5857224]",49,"[7.3659844398498535, 7.9472575187683105, 7.40634822845459, 5.499424934387207, 7.142369747161865, 7.449201583862305, 7.508098125457764, 7.896051406860352, 7.17389440536499, 6.334977626800537, 5.624007701873779, 7.107748985290527, 7.063432216644287, 6.667208671569824, 7.359900951385498, 6.484252452850342, 6.545044898986816, 6.3081254959106445, 6.280366897583008, 6.918220520019531]","[6.955275535583496, 7.759130477905273, 7.710811138153076, 5.048501968383789, 7.292721748352051, 6.9025187492370605, 7.946184158325195, 8.002734184265137, 7.683182239532471, 6.717197418212891, 6.30791711807251, 6.506964683532715, 6.73513650894165, 6.218085289001465, 7.413249492645264, 6.477152347564697, 6.3451151847839355, 5.904018878936768, 6.497117519378662, 6.5539631843566895]","[6.587479114532471, 7.916649341583252, 7.371224880218506, 5.067958831787109, 7.84283447265625, 6.887073040008545, 7.2488274574279785, 8.13948917388916, 7.130748748779297, 6.583909034729004, 5.990421772003174, 6.906202793121338, 7.012407302856445, 6.49533224105835, 7.596138000488281, 6.528903484344482, 6.477980136871338, 6.083175182342529, 6.187475681304932, 6.685202121734619]","[6.213316917419434, 7.665774345397949, 7.404966354370117, 5.358537673950195, 7.263535976409912, 7.105020046234131, 7.975986957550049, 8.215556144714355, 7.5975751876831055, 7.050328254699707, 5.747232913970947, 6.838845729827881, 7.196767807006836, 6.369189262390137, 7.423822402954102, 6.372410774230957, 6.490265846252441, 6.162299633026123, 6.283516883850098, 7.2937822341918945]","[7.483087062835693, 8.217811584472656, 7.089028835296631, 5.829453468322754, 6.89008092880249, 6.651365280151367, 7.696987628936768, 8.075990676879883, 6.549006462097168, 5.924924850463867, 6.4138407707214355, 6.688993453979492, 6.364772796630859, 6.301666736602783, 7.069721221923828, 6.390771865844727, 6.732148170471191, 5.675024509429932, 6.513233661651611, 6.6918416023254395]","[6.9210286140441895, 7.901324653625489, 7.396475887298584, 5.360775375366211, 7.2863085746765135, 6.999035739898682, 7.675216865539551, 8.065964317321777, 7.226881408691407, 6.522267436981201, 6.016684055328369, 6.80975112915039, 6.874503326416016, 6.410296440124512, 7.372566413879395, 6.450698184967041, 6.518110847473144, 6.0265287399292, 6.352342128753662, 6.828601932525634]"
76,6778,"[6778, 1554, 21897, 6852, 19996, 15089, 6855, 13979, 5238, 7299, 6853, 12948, 1458, 1473, 12681, 8015, 6850, 1449, 7057, 6479]",{12982},"[6.550195, 6.5571594, 6.207893, 6.0313873, 5.868395, 6.112188, 5.9201603, 5.92278, 5.866615, 5.7940016, 5.7175813, 5.5975695, 5.824339, 5.698397, 5.6448116, 5.398326, 5.3595567, 5.5165143, 5.609186, 5.3050036]",1554,"[6.4721903800964355, 7.627899169921875, 6.638154983520508, 5.824573993682861, 6.443459987640381, 5.071040630340576, 5.8900885581970215, 7.368837833404541, 5.986036777496338, 5.5057549476623535, 5.889303684234619, 6.733011245727539, 5.723492622375488, 5.438260078430176, 6.081465244293213, 4.853081226348877, 5.955054759979248, 4.618190288543701, 5.649160385131836, 3.466207265853882]","[6.489334583282471, 7.40437126159668, 6.707265853881836, 5.863255977630615, 5.980916500091553, 5.356783866882324, 5.422041416168213, 5.569960117340088, 5.8227338790893555, 5.757689952850342, 5.901626110076904, 6.819509029388428, 3.4222655296325684, 5.542008399963379, 6.192481994628906, 5.15387487411499, 5.709291934967041, 4.981735706329346, 6.264346122741699, 3.406785726547241]","[6.322227954864502, 6.94199800491333, 6.598591327667236, 5.162532806396484, 5.336498737335205, 5.246665954589844, 5.785510540008545, 3.9291858673095703, 5.646494388580322, 5.1923909187316895, 6.1205902099609375, 6.120362758636475, 3.0832338333129883, 5.363161563873291, 5.717841148376465, 4.42853307723999, 5.803791522979736, 4.558607578277588, 5.77312707901001, 3.555337429046631]","[6.5877227783203125, 7.487590312957764, 6.446506023406982, 6.078528881072998, 6.124459743499756, 5.319471836090088, 5.523742198944092, 4.578890800476074, 6.125661849975586, 5.635274887084961, 5.930568218231201, 5.48781156539917, 5.485088348388672, 5.415224075317383, 6.0177531242370605, 4.9349751472473145, 5.361039161682129, 5.340303897857666, 5.830691814422607, 5.559286117553711]","[6.147841930389404, 7.532560348510742, 6.299076557159424, 5.520813465118408, 5.22850227355957, 4.877405166625977, 5.717372417449951, 4.516363620758057, 5.472846984863281, 5.324469089508057, 5.611333847045898, 6.26037073135376, 3.1084790229797363, 5.460195064544678, 5.840479373931885, 4.803905010223389, 5.7160725593566895, 5.049118518829346, 5.395200729370117, 3.9390981197357178]","[6.403863525390625, 7.398883819580078, 6.537918949127198, 5.689941024780273, 5.822767448425293, 5.174273490905762, 5.667751026153565, 5.192647647857666, 5.810754776000977, 5.48311595916748, 5.890684413909912, 6.284213066101074, 4.164511871337891, 5.443769836425782, 5.9700041770935055, 4.834873867034912, 5.709049987792969, 4.909591197967529, 5.782505226135254, 3.9853429317474367]"
77,1231,"[1231, 443, 1072, 49, 1516, 994, 155, 792, 15116, 8000, 12272, 1473, 7333, 15365, 6778, 6446, 4341, 7135, 4340, 6412]","{23297, 7299, 1053, 547, 677, 51, 1203, 821, 16825, 17086, 20810, 1623, 17629, 864, 23271, 14057, 1003, 14706, 23285, 23293}","[9.197865, 9.133193, 9.2026205, 8.7314, 8.711699, 8.747323, 8.100309, 7.952837, 8.454857, 7.9700856, 7.930576, 8.007212, 7.970251, 8.086402, 8.196569, 7.6207075, 7.941837, 7.976835, 7.9420958, 7.432069]",1072,"[9.163043022155762, 8.51547908782959, 8.617579460144043, 7.216477394104004, 8.317997932434082, 7.823349952697754, 8.273197174072266, 6.859882354736328, 5.919502258300781, 7.604020595550537, 8.454340934753418, 7.512810707092285, 7.610848903656006, 7.564779281616211, 7.616698265075684, 8.182705879211426, 7.0005717277526855, 8.144064903259277, 6.749221324920654, 7.432108402252197]","[9.060863494873047, 8.446304321289062, 8.38326644897461, 7.057226181030273, 8.244729995727539, 8.442912101745605, 8.823893547058105, 6.708617210388184, 6.175088405609131, 7.051395416259766, 8.844887733459473, 6.776678085327148, 7.722183704376221, 7.736597061157227, 7.659095764160156, 8.64876651763916, 4.571157455444336, 8.004121780395508, 4.557665824890137, 7.175626277923584]","[8.688162803649902, 9.008410453796387, 9.355955123901367, 7.7938947677612305, 8.719138145446777, 7.594851016998291, 8.526139259338379, 6.906306266784668, 5.944652080535889, 7.6712470054626465, 8.485206604003906, 7.884176731109619, 8.228429794311523, 8.101322174072266, 7.330777168273926, 7.616802215576172, 7.816378593444824, 8.164519309997559, 7.998345375061035, 7.214780807495117]","[9.652138710021973, 8.994172096252441, 8.87531566619873, 7.704315185546875, 8.808246612548828, 8.054694175720215, 8.731468200683594, 7.474819183349609, 6.114499568939209, 7.413486480712891, 9.554702758789062, 7.109272003173828, 7.608081340789795, 8.505934715270996, 8.16971206665039, 9.169439315795898, 7.947937488555908, 8.059096336364746, 7.797915935516357, 7.2019829750061035]","[9.521889686584473, 8.919669151306152, 7.681430816650391, 7.460001468658447, 8.349926948547363, 8.262166023254395, 8.538575172424316, 6.909789562225342, 6.051939487457275, 6.415436267852783, 8.773415565490723, 6.948130130767822, 7.985859394073486, 8.112727165222168, 7.284330368041992, 8.730490684509277, 7.278213024139404, 8.019795417785645, 4.90718412399292, 6.359325885772705]","[9.21721954345703, 8.776807022094726, 8.582709503173827, 7.446382999420166, 8.488007926940918, 8.035594654083251, 8.578654670715332, 6.971882915496826, 6.041136360168457, 7.231117153167725, 8.822510719299316, 7.24621353149414, 7.831080627441406, 8.004272079467773, 7.61212272644043, 8.469640922546386, 6.922851657867431, 8.078319549560547, 6.4020665168762205, 7.076764869689941]"
78,7387,"[7387, 4340, 4341, 6960, 4347, 4353, 4349, 1347, 1016, 1465, 7491, 13504, 12878, 332, 8058, 7943, 6718, 1047, 903, 407]","{19329, 786, 7061, 5916, 4767, 11691, 1604, 1605, 461, 1614, 1117, 7008, 1123, 14824, 1002, 1004, 1012, 18933, 5236, 4988, 4477, 255}","[4.956953, 4.9623427, 4.8581386, 4.468392, 4.6137605, 4.54932, 4.540469, 4.4306765, 4.23952, 4.116355, 3.9068651, 3.833617, 3.6860583, 3.6442041, 3.8140612, 3.7818327, 3.774517, 3.5520267, 3.6591249, 3.5274076]",4340,"[6.512125492095947, 5.520498275756836, 5.722855567932129, 4.030309677124023, 4.885895729064941, 5.134027481079102, 5.291925430297852, 4.662440299987793, 3.674539804458618, 3.1975321769714355, 3.205580234527588, 3.5625648498535156, 3.55871844291687, 1.0360108613967896, 2.9280030727386475, 4.764740467071533, 4.211889266967773, 2.8716156482696533, 3.4237687587738037, 4.015898704528809]","[6.331264495849609, 5.592073440551758, 5.578734397888184, 4.113665580749512, 5.229862213134766, 5.171350479125977, 5.220645904541016, 5.640582084655762, 3.8633828163146973, 3.449551820755005, 3.1182913780212402, 3.619666337966919, 3.326455593109131, 1.9291601181030273, 4.367077827453613, 4.414920806884766, 3.812281608581543, 3.1373047828674316, 3.539050817489624, 3.686944007873535]","[6.29400634765625, 5.223353385925293, 4.959768295288086, 4.303102970123291, 4.452521324157715, 4.621950626373291, 4.742616176605225, 5.226663589477539, 3.9494898319244385, 3.6294097900390625, 3.028329849243164, 4.354087829589844, 3.088330030441284, 1.7688521146774292, 3.682551383972168, 4.283721923828125, 3.9243240356445312, 3.1026906967163086, 3.1083321571350098, 4.278628826141357]","[6.191987991333008, 4.981822490692139, 2.8845183849334717, 4.844937801361084, 4.863933563232422, 4.951735019683838, 4.966338157653809, 4.779095649719238, 4.060391426086426, 3.3844408988952637, 2.692814826965332, 4.337160587310791, 3.209416151046753, 3.531212568283081, 3.327899217605591, 4.0788750648498535, 4.0994873046875, 3.4382805824279785, 3.256894588470459, 4.342797756195068]","[6.166324615478516, 5.418870449066162, 5.184578895568848, 4.200924873352051, 4.935719966888428, 4.922374725341797, 4.604761123657227, 2.937166452407837, 3.757514476776123, 3.9075562953948975, 3.080862283706665, 3.941438913345337, 3.393468141555786, 3.5291683673858643, 3.734757900238037, 4.6865973472595215, 3.700209856033325, 2.925065517425537, 2.9776270389556885, 3.7892396450042725]","[6.299141788482666, 5.347323608398438, 4.866091108322143, 4.2985881805419925, 4.873586559295655, 4.9602876663208, 4.965257358551026, 4.649189615249634, 3.8610636711120607, 3.513698196411133, 3.0251757144927978, 3.9629837036132813, 3.315277671813965, 2.358880805969238, 3.6080578804016112, 4.44577112197876, 3.9496384143829344, 3.094991445541382, 3.261134672164917, 4.022701787948608]"
